,NSC,CID,SMILES,MECHANISM
12711,691277,5469651,CC[N+]1(CCC(C(C1)C(=O)C=CC2=CC=C(C=C2)OC)(C=CC3=CC=C(C=C3)OC)O)C.[I-],Other
12712,691404,391817,CNC(=O)CCNC(=O)CCC(=O)N(C)C,Other
12713,691413,5466444,CC(=NN=C(SC)SC)C1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=CC=C2,Other
12714,691414,9572027,CC(=NNC(=S)SC)C1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=CC=C2,Other
12715,691415,5466445,CCCNC(=S)NN=C(C)C1=CC=C(C=C1)S(=O)(=O)N(C)C2=CC=CC=C2,Other
12716,691417,9571629,CCOC=NC1=C(C(C2=C(O1)N(N=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=C(C=C5)OC)OC)C#N,Other
12717,691419,391832,COC1=C(C=C(C=C1)C2C3=C(N=CN(C3=N)N)OC4=C2C(=NN4C5=CC=CC=C5)C6=CC=CC=C6)OC,Other
12718,691421,391834,COC1=C(C=C(C=C1)C2C3=C(N=CN4C3=NC(=N4)CC#N)OC5=C2C(=NN5C6=CC=CC=C6)C7=CC=CC=C7)OC,Other
12719,691422,391834,COC1=C(C=C(C=C1)C2C3=C(N=CN4C3=NC(=N4)CC#N)OC5=C2C(=NN5C6=CC=CC=C6)C7=CC=CC=C7)OC,Other
12720,691424,391836,CCOC(=O)C1=NN2C=NC3=C(C2=N1)C(C4=C(O3)N(N=C4C5=CC=CC=C5)C6=CC=CC=C6)C7=CC(=C(C=C7)OC)OC,Other
12721,691433,24202569,CC1CCCC=CC2CC(CC2C(C(CC(=O)O1)SCC(C(=O)O)N)O)O,Other
12722,691519,391856,CCOC(=O)CCC(C(=O)OCC)NC(=O)C1=CC=C(C=C1)N2CCN(CC2)C3=C(N=C(N=C3N)N)C,Other
12723,691520,391857,CC1=C(C(=NC(=N1)N)N)N2CCN(CC2)CC3=CC=CC=C3,Other
12724,691523,3000818,CCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NNC(=S)NC3=CC=C(C=C3)F,Other
12725,691524,3005876,CCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NNC(=S)NC3=CC=C(C=C3)C,Other
12726,691527,9572029,CCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NN=C3N(C(=O)CS3)CC=C,Other
12727,691529,9572031,CCN1C(=O)C(SC1=NNC(=O)CSC2=NC3=CC=CC=C3C(=O)N2CC)C,Other
12728,691531,391868,C1C2C(C(C(O1)C(N2CC3=CC=CC=C3)COCC4=CC=CC=C4)OCC5=CC=CC=C5)OCC6=CC=CC=C6,Other
12729,691533,391870,COC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)N,Other
12730,691534,391871,CC1=CC2=C(C=C1)N=C(S2)C3=CC(=C(C=C3)N)I,Other
12731,691535,391872,C1=CC=C2C(=C1)N=C(S2)C3=CC(=C(C(=C3)Br)N)Br,Other
12732,691536,391873,C1=CC=C2C(=C1)N=C(S2)C3=CC(=C(C(=C3)Cl)N)Cl,Other
12733,691562,391881,CC1=CC2=C(C=C1)SCCC3=C2C(=C(N=C3C4=CC(=C(C=C4)OC)OC)N)C#N,Other
12734,691564,5469698,COC1=CC(=CC(=C1OC)OC)C=C2CCCC3=CC=CC=C3C2=O,Other
12735,691567,5469701,CC1=CC2=C(C=C1)S(=O)(=O)CCC(=CC3=CC=CC=C3)C2=O,Other
12736,691568,5469702,CC1=CC2=C(C=C1)S(=O)(=O)CCC(=CC3=CC=C(C=C3)Cl)C2=O,Other
12737,691576,391895,CC1=CC2=C(C=C1)S(=O)(=O)CCC3=C2C(=C(N=C3C4=CC=CC=C4)N)C#N,Other
12738,691577,391896,CC1=CC2=C(C=C1)S(=O)(=O)CCC3=C2C(=C(N=C3C4=CC(=CC=C4)OC)N)C#N,Other
12739,691578,391897,CC1=CC2=C(C=C1)S(=O)(=O)CCC3=C2C(=C(N=C3C4=CC=C(C=C4)Cl)N)C#N,Other
12740,691579,391898,CC1=CC2=C(C=C1)S(=O)(=O)CCC3=C2C(=C(N=C3C4=CC(=C(C=C4)OC)OC)N)C#N,Other
12741,691580,391899,CC1=CC2=C(C=C1)S(=O)(=O)CCC3=C2C(=C(N=C3C4=CC(=C(C(=C4)OC)OC)OC)N)C#N,Other
12742,691583,391902,CN1C(=O)N2CC3=CC=CC4=C3C(=CC=C4)CN2C1=O,Other
12743,691587,391906,CC1=C(C(=C(C(=C1C)C)N2C(=O)N(C(=O)N2C3=CC=C(C=C3)OC)C)C)C,Other
12744,691589,391908,CC(C)(C)N1C(=O)N2C(=C(N2C1=O)C3=CC=CC=C3)C4=CC=CC=C4,Other
12745,691599,391919,CC(C)(C)N1C(=O)N(C(=O)N1C2=CC=CC=C2OC)C,Other
12746,691603,391923,CC1=C(C(=C(C(=C1C)C)N2C(=O)N(C(=O)N2N3C(=O)N(C(=O)N3C4=C(C(=C(C(=C4C)C)C)C)C)C)C)C)C,Other
12747,691604,391924,CC(C)(C)N1C(=O)N2CC3=CC=CC4=C3C(=CC=C4)CN2C1=O,Other
12748,691608,391928,CC(C)(CC1=CC=CC=C1)N2C(=O)N2C(C)(C)CC3=CC=CC=C3,Other
12749,691652,5280682,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)O,Other
12750,691655,5933245,CCCC(=O)NC1=CN(C(=C1)C=CC(=O)N2CC(C3=C2C=C(C=C3)N)CCl)C,Other
12751,691656,391966,CC1=C2C(=CC=C1)C(=C3C=CC=C(C3=N2)C(=O)NCC[N+](C)(C)CC4=CC=C(C=C4)S(=O)(=O)C)N.[Cl-],Other
12752,691664,6078767,C1=CC=C2C(=C1)C=CC=C2C=NNC(=O)NC3=CC=C(C=C3)[N+](=O)[O-],Other
12753,691665,6279232,C1=CC=C2C=C(C=CC2=C1)C=NNC(=O)NC3=CC=C(C=C3)[N+](=O)[O-],Other
12754,691698,391976,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)C1=C(C(=C(C=C1)C(=O)NC)O)O)O)O)O,Other
12755,691700,391978,C1CSC(=S)N1C(=O)C2=C(C(=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4,Other
12756,691767,391982,CN1C=[N+](C2=C1C(=NC(=N2)N(C)C)OC)C.[Cl-],Other
12757,691778,391989,CN1C2=CC=CC=C2C3=C(C1=O)SC4=C3C=C(S4)C(=O)N(C)C5=CC=CC=C5,Other
12758,691780,391991,COC(=O)C1=CC(=O)OC1(C2=CC=CC=C2)OO,Other
12759,691782,391993,COC(=O)C1=C(C(OC1=O)(CC2=CC=CC=C2)OO)C(=O)OC,Other
12760,691802,392004,C1=C(SC(=C1)C2=CC=C(S2)CN)CN.Cl,Other
12761,691807,392008,CC1=C(C(CCC1)(C)C)C(C2C(=CCS2(=O)=O)C)O,Other
12762,691814,392015,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CN3C=C(N=N3)CN4C(=O)NC(=O)C=N4)O,Other
12763,691816,392017,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CN3C=C(N=N3)CN4C(=O)NC(=O)C(=N4)Br)O,Other
12764,691817,392018,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=C(C=C5)OC)N6C=C(N=N6)CN7C=C(C(=O)NC7=O)Cl,Other
12765,691818,392019,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=C(C=C5)OC)N6C=C(N=N6)CN7C=C(C(=O)NC7=O)I,Other
12766,691819,392020,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=C(C=C5)OC)N6C=C(N=N6)CN7C=C(C(=O)NC7=O)F,Other
12767,691820,392021,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COC(C3=CC=CC=C3)(C4=CC=CC=C4)C5=CC=C(C=C5)OC)N6C=C(N=N6)CN7C=C(C(=O)NC7=O)Br,Other
12768,691821,392022,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N3C=C(N=N3)CN4C=CC(=O)NC4=O,Other
12769,691822,392023,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N3C=C(N=N3)CN4C=C(C(=O)NC4=O)I,Other
12770,691824,392025,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N3C=C(N=N3)CN4C=C(C(=O)NC4=O)Br,Other
12771,691826,392027,CC(=O)OCCCCN1C(=CN=N1)CN2C=CC(=O)N(C2=O)CC3=CN=NN3CCCCOC(=O)C,Other
12772,691828,392029,CC1=NNC(=O)C1C2CC(=NNC2=O)C3=CNC4=CC=CC=C43,Other
12773,691830,392031,CC1=NNC(=O)C1C2CC(=NN(C2=O)C3=CC=CC=C3)C4=CNC5=CC=CC=C54,Other
12774,691831,392032,CC1=NNC(=O)C1C2CC(=NN(C2=O)C(=O)N)C3=CNC4=CC=CC=C43,Other
12775,691833,392034,CC1=NNC(=O)C1C2C(C(=NNC2=O)C3=CNC4=CC=CC=C43)Br,Other
12776,691835,3005333,CC1=NNC(=O)C1C2(CC(=NC(=S)N2)C3=CNC4=CC=CC=C43)C(=O)O,Other
12777,691840,392041,C1C(C(=O)NN=C1C2=CNC3=CC=CC=C32)NCC4=CC=CC=C4,Other
12778,691842,392043,CN(C)CCCN1C2=C3C(=C(C=C2)[N+](=O)[O-])NC4=C(C3=NC1=O)C=C(C=C4)OC.Cl,Other
12779,691843,392045,CN(C)CCN1C=NC2=C3C=C(C=CC3=NC4=C(C=CC1=C42)[N+](=O)[O-])OC.Cl,Other
12780,691844,392047,CN(C)CCCN1C=NC2=C3C=C(C=CC3=NC4=C(C=CC1=C42)[N+](=O)[O-])OC.Cl,Other
12781,691845,392049,CN(C)CCCN1C2=C3C(=C(C=C2)[N+](=O)[O-])N=C4C=CC(=CC4=C3N(C1=S)CCCN(C)C)OC.Cl,Other
12782,691846,392051,CN(C)CCN1C2=C3C(=C(C=C2)[N+](=O)[O-])N=C4C=CC(=CC4=C3N(C1=O)CCN(C)C)O.Cl,Other
12783,691847,392053,CN(C)CCCN1C2=C3C(=C(C=C2)[N+](=O)[O-])N=C4C=CC(=CC4=C3N(C1=O)CCCN(C)C)O.Cl,Other
12784,691848,392055,CN(C)CCCN1C2=CC=C(C3=NC4=CC=CC=C4C(=C23)N(C1=S)CCCN(C)C)[N+](=O)[O-].Cl,Other
12785,691849,392057,CN(C)CCN1C(=O)C2=C3C(=C(C=C2)NCCNCCO)C(=O)C4=CC=CC=C4N3C1=O.Cl,Other
12786,691850,392059,CN(C)CCN1C(=O)C2=C3C(=C(C=C2)NCCN4CCNCC4)C(=O)C5=CC=CC=C5N3C1=O.Cl,Other
12787,691851,392061,CN(C)CCNC1=C2C3=C(C=C1)C(=O)N(C(=O)N3C4=C(C2=O)C=C(C=C4)OC)CCN(C)C.Cl,Other
12788,691852,392063,CN(C)CCN1C(=O)C2=C3C(=C(C=C2)NCCNCCO)C(=O)C4=C(N3C1=O)C=CC(=C4)OC.Cl,Other
12789,691877,392065,CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)C)C(=O)NC4=O,Other
12790,691881,392069,CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)C)C(=O)NNC4=O,Other
12791,691884,392072,CN1C2=CC=CC=C2C=C1C3=C(C4=CC=CC=C4N3C)C5=CC(=O)N(C5=O)C6=CC=CC=C6,Other
12792,691894,392079,C[S+](C)CC(=O)C1=CC2=C(C=C1)OC3=CC=CC=C3S2.[Cl-],Other
12793,691895,392081,C12C(C(=O)C3=C(SC(=C31)I)I)OC(=O)N2,Other
12794,691899,392086,CSC(=[N+]1CCOCC1)CC2=CC3=C(C=C2)OC4=CC=CC=C4S3.[I-],Other
12795,691900,392088,C1=CC=C2C(=C1)OC3=C(S2)C=C(C=C3)CSC(=N)N.Cl,Other
12796,691911,9572041,CC(=NN=C(C1=CC=NC=C1)[O-])C(F)(F)F.CC(=NN=C(C1=CC=NC=C1)[O-])C(F)(F)F.[Ni+2],Other
12797,691980,135494018,C1=CC=C(C(=C1)C=C2C(=O)NC(=N2)NN)O,Other
12798,691986,392114,C1=CC=C(C=C1)C2=CN(C(=C2C#N)N)C(=O)C3=CC=CC=C3,Other
12799,691998,392123,C1=CC=C(C(=C1)CNNC(=O)C2=CC=CC=C2O)O,Other
12800,692007,135489893,C1=CC(=CC=C1NC(=O)C2=C(NC(=S)C3=C2NN=C3N)N)Cl,Other
12801,692008,392128,CSC1=C(C(=O)NC(=C1C(=O)NC2=CC=C(C=C2)Cl)N)C#N,Other
12802,692011,392131,CC1=C2C(=NN1)NN=C2SC,Other
12803,692020,392140,CC(=O)C1=C(N(C(=O)C(=C1SC)C#N)C2=CC=C(C=C2)Cl)O,Other
12804,692021,135450457,CC1=NNC2=NN(C(=C12)SC)C3=CC=CC=C3,Other
12805,692022,392142,CSC1=NN(C(=O)C1=C(SC)SC)C2=CC=CC=C2,Other
12806,692034,392154,CSC1=C(C(=NN1C2=CC=CC=C2)N)C(=O)NC3=CC=C(C=C3)Cl,Other
12807,692038,392158,CSC1=C(C(=O)NC(=C1C#N)S)C#N,Other
12808,692043,392163,CC(=O)C1=CN(C(=O)C2=C1NN=C2N)C3=CC=C(C=C3)Cl,Other
12809,692194,5469752,CC1CCCC(=CCCC2(C(O2)CC3C(C1=O)OC(=O)C3=C)C)C,Other
12810,692227,392174,C#CCNC(CSSCC(C(=O)O)N)C(=O)O,Other
12811,692228,438971,CN(C)CC(NC(C(=O)NCCNC1=C2C(=C(C=C1)NCCNC(=O)C(NCS)NC(CN(C)C)OCCl)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCS)OCCl,Other
12812,692229,392175,CC(=C)C1CC2=C(O1)C(=O)C3=C(C2=O)C(=CC=C3)O,Other
12813,692303,9866928,CC1CCCC=CC2CC(CC2C(C(CC(=O)O1)S(=O)C3=CC=C(C=C3)O)O)O,Other
12814,692306,24202571,CC1CCCC=CC2CC(CC2C(C(CC(=O)O1)S(=O)CCN)O)O,Other
12815,692308,5469759,COC1=CC(=CC(=C1)C=C2CCC3=CC(=C(C=C3C2=O)OC)OC)OC,Other
12816,692309,5469760,COC1=CC(=CC(=C1)C=C2CC3=CC(=C(C=C3C2=O)OC)OC)OC,Other
12817,692313,5469762,CC1=CC(=CC(=C1)C=C2CC3=CC(=C(C=C3C2=O)OC)OC)C,Other
12818,692317,392190,CCN1C2=C(C=C(C=C2)NC3=NC(=O)NC(=C3)C)C4=CC=CC=C41,Other
12819,692328,392195,CN1C2=C(C(=O)N(C1=O)C)N3C=C(C(=O)N(C3=N2)CC4=CC=CC=C4)Br,Other
12820,692332,392199,CN1C2=C(C(=O)N(C1=O)C)N3C=CC(=O)N(C3=N2)CC(CCl)O,Other
12821,692338,392205,CN1C2=C(C(=O)N(C1=O)C)N(C(=N2)NCCCCl)CC(=O)O,Other
12822,692339,392206,CC1=C2C(=CC=C1)NC(C2=O)(C)C3(C(=O)C4=C(C=CC=C4N3)C)C,Other
12823,692340,392207,CC1=C2C(=CC=C1)NC(C2=O)(C)C3(C(=O)C4=C(C=CC=C4N3)C)C,Other
12824,692343,392210,CC(=O)NC1CC2=C(C3=C(CC(NC(=O)C4CCCN4C1=O)C(=O)OC)C5=CC=CC=C5N3)NC6=CC=CC=C26,Other
12825,692344,392211,CC(=O)NC1CC2=C(C3=C(CC(NC(=O)CNC1=O)C(=O)OC)C4=CC=CC=C4N3)NC5=CC=CC=C25,Other
12826,692346,392213,C1=CC=C2C(=C1)C=CN2C(=O)C(=O)N3C=CC4=CC=CC=C43,Other
12827,692347,392214,COC(=O)CC1C2C3=C(C4=CC=CC=C4N3C(=O)N2C5=CC=CC=C15)CC(=O)OC,Other
12828,692348,392215,COC(=O)CC1=C(NC2=CC=CC=C21)C3=NC4=CC=CC=C4C3(CC(=O)OC)O,Other
12829,692349,392216,COC(=O)CC1C(N(C2=CC=CC=C12)C(=O)C(F)(F)F)C3=C(C4=CC=CC=C4N3)CC(=O)OC,Other
12830,692350,392217,CC1=CC=C(C=C1)S(=O)(=O)N2C(C(C3=CC=CC=C32)CC(=O)OC)C4=C(C5=CC=CC=C5N4)CC(=O)OC,Other
12831,692351,392218,CN1C(=O)C(C(C1=O)C2=CNC3=CC=CC=C32)C4=CNC5=CC=CC=C54,Other
12832,692352,392219,COC1=CC=C(C=C1)C2OCC3C(O2)C(C(C(O3)OCC4=CC=CC=C4)O)O,Other
12833,692355,392222,CN1C(=O)C2C3C(C4=C(C2C1=O)C5=CC=CC=C5N4)NC6=CC=CC=C36,Other
12834,692356,392223,CN1C(=O)C2=C3C4=CC=CC=C4NC3=C5C(=C2C1=O)C6=CC=CC=C6N5C7C(C(C(C(O7)CO)O)O)O,Other
12835,692358,392225,CN1C(=O)C2C3C(C4=C(C2C1=O)C5=CC=CC=C5N4)N(C6=CC=CC=C36)S(=O)(=O)C(F)(F)F,Other
12836,692359,392226,COC(=O)CC1C(NC2=CC=CC=C12)C3=C(C4=CC=CC=C4N3)CC(=O)OC.Cl,Other
12837,692362,392230,C1CC2=C(C3C1C4=CC=CC=C4N3)NC5=CC=CC=C25,Other
12838,692364,392232,CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)N2C3=CC=CC=C3C4=C2C5=C(C=C4)C6=CC=CC=C6N5,Other
12839,692365,392233,CC1=CC=C(C=C1)S(=O)(=O)N2C3C(CCC4=C3NC5=CC=CC=C45)C6=CC=CC=C62,Other
12840,692367,392235,C1CC2=C(C3C1C4=C(N3)C=CC(=C4)Br)NC5=CC=CC=C25,Other
12841,692368,6712485,CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)N2C3C(CCC4=C3NC5=CC=CC=C45)C6=CC=CC=C62.CC(=O)OC1COC(C(C1OC(=O)C)OC(=O)C)N2C3C(CCC4=C3NC5=CC=CC=C45)C6=CC=CC=C62,Other
12842,692372,392239,CC(N1C=C(C2=CC=CC=C21)CC(C(=O)OC)NC(=O)C)N3C=C(C4=CC=CC=C43)CC(C(=O)OC)NC(=O)C,Other
12843,692377,392241,C1=CC=C2C(=C1)N=C3N2C(=C(S3)C#N)N,Other
12844,692379,135489896,C1=CC=C2C(=C1)N=C3N2C4=C(S3)C(=O)NC=N4,Other
12845,692381,392245,C1=CC=C(C=C1)CN2C=NC3=C(C2=N)SC4=NC5=CC=CC=C5N34,Other
12846,692391,392250,CC(C)(C)C#CI1C2=CC=CC=C2C(=O)O1,Other
12847,692392,392251,C1=CC=C(C=C1)C#CI2C3=CC=CC=C3C(=O)O2,Other
12848,692395,392254,CN1C(=O)C2=CC=CC=C2OC13C=CC4=C(O3)C=CC5=CC=CC=C54,Other
12849,692396,392255,CN1C(=O)C2=CC=CC=C2OC13C=CC4=C(O3)C(=CC=C4)OC,Other
12850,692397,392256,CN1C(=O)C2=CC=CC=C2OC13C=CC4=C(O3)C=C(C=C4)O,Other
12851,692399,392258,CC1=CC2=C(C(=C1)C=NC3=CC=CC=C3O)OC4(C=C2)N(C(=O)C5=CC=CC=C5O4)C,Other
12852,692400,392259,CC1=CC2=C(C(=C1)C=NC3=CC=C(C=C3)N(C)C)OC4(C=C2)N(C(=O)C5=CC=CC=C5O4)C,Other
12853,692405,392264,CC1(C2(C=CC3=CC=CC=C3O2)N(C(=S)O1)C4=CC=CC=C4)C,Other
12854,692406,392265,CC1=CC2=C(C=C1)OC3(C=C2)C(OC(=S)N3C4=CC=CC=C4)(C)C,Other
12855,692407,392266,CC1(C2(C=CC3=CC4=CC=CC=C4C=C3O2)N(C(=S)O1)C5=CC=CC=C5)C,Other
12856,692411,392271,C1CCN(C(C1)C2(OCCO2)C3=CC4=CC=CC=C4N3)C(=O)CCl,Other
12857,692423,392289,C1=CC=C(C=C1)C(C2=CC3=CC=CC=C3N2)(C4=CC5=CC=CC=C5N4S(=O)(=O)C6=CC=CC=C6)NS(=O)(=O)C7=CC=CC=C7,Other
12858,692429,392296,C1COC(O1)(CC2=CC=CC=N2)C3=CC4=CC=CC=C4N3,Other
12859,692574,392298,CC1=CC=C(C=C1)C2=CC(C(=C(N2C3=C(C=C(C=C3)OC)[N+](=O)[O-])C(=O)OC)C(=O)OC)C4=C(C=C(C=C4)OC)OC,Other
12860,692575,392299,C1=CC(=CN=C1)C2=CC(C3=C(N2C4=CC=NC=C4)C(=O)OC3=O)C5=CC=CS5,Other
12861,692576,392300,CC1=CC=C(C=C1)C2=CC(C(=C(N2C3=C(C=C(C=C3)OC)[N+](=O)[O-])C(=O)NC4=C(N=CC=C4)Cl)C(=O)OC)C5=C(C=C(C=C5)OC)OC,Other
12862,692577,392301,C1=CC=C(C(=C1)C2C=C(N(C3C2C(=O)OC3=O)C4=CC=NC=C4)C5=CC=CO5)[N+](=O)[O-],Other
12863,692578,392302,C1=CC=C(C(=C1)C2C=C(N(C(=C2C(=O)O)C(=O)O)C3=CC=NC=C3)C4=CC=CO4)[N+](=O)[O-],Other
12864,692579,392303,COC(=O)C1=C(N(C(=CC1C2=CC=CC=C2[N+](=O)[O-])C3=CC=CO3)C4=CC=NC=C4)C(=O)OC,Other
12865,692580,392304,C1=CC=C(C(=C1)C2C=C(N(C(C2C(=O)O)C(=O)NC(CO)C(=O)O)C3=CC=NC=C3)C4=CC=CO4)[N+](=O)[O-],Other
12866,692581,3005339,CC(=O)OC(=C(C#N)C(=O)O)C1C(C(C=C(N1C2=CC=NC=C2)C3=CC=CO3)C4=CC=CC=C4[N+](=O)[O-])C(=O)O,Other
12867,692582,392306,C1=CC=C(C(=C1)C2C=C(N(C=C2C(=O)O)C3=CC=NC=C3)C4=CC=CO4)[N+](=O)[O-],Other
12868,692585,392309,CCOC(=O)C(=O)CC(=O)C1=C(CC(=CC1=O)C2=CC=CS2)C3=CC=CC=C3OC,Other
12869,692587,392311,CCOC(=O)C1=C(C2C=C(CC(=C2OC1=O)C3=CC=C(C=C3)Cl)C4=CC=CS4)C,Other
12870,692588,392312,CC(=C(C(=O)N)C(=O)N)C1C=C(CC(=C1O)C2=CC=C(C=C2)Cl)C3=CC=CS3,Other
12871,692596,9556321,COC(=O)N=[N+](C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)[O-],Other
12872,692597,9556322,COC1=CC=C(C=C1)C(C2CCCCC2)[N+](=NC(=O)OC)[O-],Other
12873,692603,392327,CCOC(=O)NNC(=O)NCCCCNC(=O)NNC(=O)OCC,Other
12874,692613,392337,COC(=O)N1C(=O)N(C(=O)N1C(=O)NC2=CC=CC=C2)C3=CC=CC=C3,Other
12875,692616,392340,CC(C)(C)N(C(=O)OC(C)(C)C)OCC=C,Other
12876,692617,392341,CC(C)(C)OC(=O)N(C1=CC=CC=C1)OCCC=C,Other
12877,692632,392348,C1=CC=C2C(=C1)C(=O)C3=C(N2)C(=CC=C3)C(=O)NCC(=O)O,Other
12878,692637,392353,CN(C)CCNC(=O)C1=CC=CC2=C(C3=CC=CC=C3N=C21)NCC(=O)O,Other
12879,692638,392354,CN(C)CCNC(=O)C1=CC=CC2=C(C3=CC=CC=C3N=C21)NC(CCCN=C(N)N)C(=O)O,Other
12880,692640,392356,CN(C)CCNC(=O)C1=CC=CC2=C(C3=CC=CC=C3N=C21)NC(CCC(=O)N)C(=O)O,Other
12881,692641,392357,CN(C)CCNC(=O)C1=CC=CC2=C(C3=CC=CC=C3N=C21)NC(CS)C(=O)O,Other
12882,692646,392362,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)C(=O)NC(CS)C(=O)O,Other
12883,692647,392363,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)C(=O)NC4=CC=C(C=C4)S(=O)(=O)NC5=NC=CC=N5,Other
12884,692651,392367,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=C3C=CC=CC3=NC4=CC=CC=C42,Other
12885,692655,392371,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC5=C(N4)N(N=C5)C6=CC=C(C=C6)F)C)C,Other
12886,692736,392378,C1C(C2=C(N1C(=O)CCCC(=O)N3CC(C4=C3C=C(C=C4)N)CCl)C=C(C=C2)N)CCl,Other
12887,692737,392379,CC1=C2C(=CC=C1)C(=C3C=CC=C(C3=N2)C(=O)NCCN4CCOCC4)N.Cl,Other
12888,692738,392381,CC1=C2C(=CC=C1)C(=C3C=CC=C(C3=N2)C(=O)NCCN(C)C)NCCN(C)C.Cl,Other
12889,692739,4365483,CC(=O)NC1=CC2=C(C=C1)NC(=C2)C(=O)N3CC(C4=C3C=C(C5=CC=CC=C54)[N+](=O)[O-])CCl,Other
12890,692744,5469771,CC1CC(OC(=O)CC(NC(=O)C(N(C(=O)C(NC(=O)C(CC(=C1)C)C)C)C)CC2=CC(=C(C=C2)O)I)C3=CC=C(C=C3)O)C,Other
12891,692745,5469772,CC1=CC(=CC(=C1O)C)C=C2CC3=CC(=C(C=C3C2=O)OC)OC,Other
12892,692753,392389,CC1C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)O1)C)C)C(C2=CC=C(C=C2)O)OC)CCC(=O)N)C)CC(C)C)CCCN=C(N)N)C(C)O)NC(=O)C(C(C)C(C)C(=O)N)NC(=O)C(C(C(CCCN=C(N)N)NC(=O)C(C)NC(=O)C(C)C(C(C)CC(C)C)O)O)O,Other
12893,692754,392390,CCCCCCOC1=CC=C(C=C1)C(=O)NO,Other
12894,692756,392392,C1=CC(=CC(=C1)OCC2=CC=C(C=C2)Br)C(=O)NO,Other
12895,692758,392394,CCCCCCOC1=CC=C(C=C1)C(=O)N(C)O,Other
12896,692759,392395,CN(C(=O)C1=CC=C(C=C1)OCC2=CC(=CC=C2)Cl)O,Other
12897,692760,392396,C1=CC=C(C=C1)COC2=CC=C(C=C2)C(=O)NO,Other
12898,692761,392397,C1=CC(=CC(=C1)Cl)COC2=CC=C(C=C2)C(=O)NO,Other
12899,692763,392399,C1=CC(=CC(=C1)Cl)COC2=CC=C(C=C2)CC(=O)NO,Other
12900,692765,392401,CN(C(=O)CC1=CC=C(C=C1)OCC2=CC(=CC=C2)Cl)O,Other
12901,693021,6712488,CN1C2=CC=CC=C2N=C1C(C#N)C(=O)C3=C(C=CC(=C3)O)[N+](=O)[O-],Other
12902,693025,392508,COC1=CC=C(C=C1)C2=C(N(C(=O)C3=C2C=CC(=C3)[N+](=O)[O-])C4=CC(=CC(=C4)OC)OC)N,Other
12903,693029,392512,C1=CC=C2C(=C1)C(=C(C3=NC4=CC=CC=C4N23)C#N)OCCF,Other
12904,693035,392519,COC(=O)C(=C)C1=CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC=C3,Other
12905,693037,392521,C1C2=CC=CC=C2CN3C1=NC(=C3)C4=CC(=CC=C4)[N+](=O)[O-],Other
12906,693038,392522,COC(=O)C1=C2C3=CC=CC=C3C=CN2N=C1C(=O)OC,Other
12907,693043,392527,CCC1CN(C(C(=O)C1CC(=O)OC)CC2=CNC3=CC=CC=C32)C(=O)C4=CC=CC=C4,Other
12908,693049,392533,CC1=NOC(=C1)C2=CC=C(N2)C(=O)C(Cl)(Cl)Cl,Other
12909,693050,392534,C1CC(=NC1)C2=C(NN(C2=O)C3=CC=CC=C3)C4=CC=CN4,Other
12910,693086,5469825,CC(C)(C)[Si](C)(C)OCC1C(=CC#N)C(C(O1)N2C=CC(=O)NC2=O)O[Si](C)(C)C(C)(C)C,Other
